"","name","FGA","FGM","Pts","exFGM","exPts","FGMDiff","PtsDiff"
"24","Ty Lawson",197,73,166,88.1897086849139,199.69183326768,-15.1897086849139,-33.6918332676798
"25","Justise Winslow",152,62,138,73.6692578787535,169.322097608143,-11.6692578787535,-31.3220976081427
"26","Joe Johnson",371,133,307,145.466964019472,338.307969148253,-12.4669640194718,-31.3079691482531
"27","Mike Conley",450,184,418,198.18096758178,448.50696139778,-14.1809675817796,-30.5069613977799
"28","Sasha Vujacic",92,25,59,36.333452796391,89.3585121254747,-11.333452796391,-30.3585121254747
"29","Nik Stauskas",239,84,214,95.3107058326696,243.542583158044,-11.3107058326696,-29.5425831580444
"30","Josh Smith",161,62,141,74.9310051753681,170.170369296554,-12.9310051753681,-29.1703692965535
"31","Robert Covington",268,99,249,110.443631740886,277.537757804318,-11.4436317408858,-28.5377578043185
"32","Joakim Noah",112,46,92,59.1989823562735,118.506660364721,-13.1989823562735,-26.5066603647208
"33","Kyle Singler",66,18,43,27.8958749999952,68.4459532156743,-9.89587499999524,-25.4459532156743
"34","Evan Turner",296,127,261,134.175692647692,285.739078885263,-7.17569264769196,-24.7390788852631
"35","Roy Hibbert",194,83,166,94.8529323829677,190.527439329239,-11.8529323829677,-24.5274393292386
"36","Jahlil Okafor",490,228,456,239.718254694728,480.476645253128,-11.7182546947283,-24.4766452531275
"37","Patrick Patterson",210,77,198,85.1380042693049,222.189407123729,-8.13800426930486,-24.1894071237295
"38","Noah Vonleh",105,44,91,54.2632768864848,114.920307062661,-10.2632768864848,-23.9203070626612
"39","Tyreke Evans",190,79,176,91.1032621438722,199.01484394947,-12.1032621438722,-23.0148439494702
"40","Al-Farouq Aminu",332,133,317,143.448842189414,339.444408263399,-10.4488421894135,-22.4444082633988
"41","Alex Len",195,90,181,101.14404054379,203.417518374784,-11.1440405437899,-22.4175183747836
"42","Danny Green",256,94,238,102.528000223738,260.279626783267,-8.52800022373771,-22.2796267832672
"43","Tony Wroten",65,22,47,31.3634558032935,68.6891138458261,-9.36345580329354,-21.6891138458261
"44","Jared Sullinger",295,124,265,133.392481838175,286.513758677384,-9.39248183817546,-21.5137586773836
"45","Marcus Smart",103,35,81,42.5601382412151,102.454182723536,-7.56013824121506,-21.4541827235364
"46","Andre Roberson",140,65,145,73.0229969662882,166.279030200178,-8.02299696628818,-21.2790302001781
"47","Kentavious Caldwell-Pope",431,172,393,177.193479943785,414.09022607931,-5.19347994378492,-21.09022607931
"48","Matt Barnes",256,103,250,110.774731291271,270.986127177117,-7.77473129127115,-20.9861271771175
"49","Mario Chalmers",203,84,187,91.6851476305162,207.861008414483,-7.68514763051618,-20.8610084144827
"50","Bismack Biyombo",133,65,130,75.3298632466929,150.659726493386,-10.3298632466929,-20.6597264933858
"51","Derrick Williams",201,86,188,93.1650917156887,208.263087175607,-7.16509171568873,-20.263087175607
"52","Jonas Jerebko",98,35,82,45.1887028460287,101.707561679052,-10.1887028460287,-19.7075616790519
"53","Vince Carter",73,23,57,30.3823923486265,76.6087254334904,-7.38239234862647,-19.6087254334904
"54","Jared Cunningham",80,28,66,37.5348314835701,85.5549585186137,-9.53483148357006,-19.5549585186137
"55","DeMarre Carroll",255,99,240,109.422625898605,259.195967926307,-10.4226258986048,-19.1959679263065
"56","Jeff Green",333,142,302,147.275070737648,321.047765358543,-5.27507073764764,-19.0477653585428
"57","Jabari Parker",271,126,252,134.738727214545,270.95239714106,-8.73872721454487,-18.9523971410599
"58","Elijah Millsap",39,11,23,18.6394274773765,41.8529029287957,-7.63942747737645,-18.8529029287957
"59","Rodney Stuckey",252,104,218,110.667342118298,236.408864512916,-6.66734211829768,-18.408864512916
"60","Trey Lyles",99,37,81,46.3583081273356,99.3958485731285,-9.35830812733564,-18.3958485731285
"61","Luc Mbah a Moute",80,31,71,40.1495644789078,89.2857949955763,-9.14956447890776,-18.2857949955763
"62","Monta Ellis",403,171,371,176.662679741338,389.264053949394,-5.66267974133845,-18.2640539493941
"63","Alec Burks",325,133,295,142.877633215675,313.196920729463,-9.87763321567488,-18.1969207294628
"64","PJ Tucker",211,91,209,98.6317857462147,226.995361546997,-7.63178574621467,-17.9953615469971
"65","Greivis Vasquez",112,39,92,45.2078522827714,109.895025085863,-6.20785228277145,-17.8950250858627
"66","John Wall",543,233,510,240.399104039507,527.878011603664,-7.39910403950722,-17.8780116036638
"67","Kevin Martin",251,92,211,101.747363632112,228.603191131098,-9.74736363211242,-17.6031911310975
"68","Tyson Chandler",104,53,106,61.7116179590419,123.567972760189,-8.71161795904194,-17.5679727601891
"69","Terrence Jones",243,109,237,118.748261065733,254.388749637208,-9.74826106573319,-17.3887496372078
"70","Terry Rozier",43,11,24,18.7265168503232,41.3115907370442,-7.72651685032323,-17.3115907370442
"71","Jeremy Lin",286,121,272,128.497056293679,289.046734079477,-7.49705629367921,-17.0467340794769
"72","Kyrie Irving",62,21,46,28.0040629828836,62.8086734810141,-7.00406298288364,-16.8086734810141
"73","Isaiah Thomas",519,217,497,223.897338688128,513.807746989034,-6.89733868812795,-16.8077469890342
"74","Paul Pierce",154,52,133,58.1273832404789,149.7041997583,-6.12738324047892,-16.7041997583002
"75","Tony Snell",178,64,163,73.9991957605553,179.683484396948,-9.99919576055525,-16.6834843969478
"76","Norris Cole",150,57,123,62.515136938642,139.297114093089,-5.51513693864196,-16.2971140930893
"77","Zaza Pachulia",248,122,244,130.016806229159,260.15482457953,-8.01680622915887,-16.1548245795299
"78","Timofey Mozgov",147,73,147,80.4650710486416,163.047626576811,-7.46507104864158,-16.0476265768108
"79","Shabazz Napier",115,40,96,46.8320299878538,111.988011543573,-6.83202998785377,-15.9880115435734
"80","Rashad Vaughn",70,20,53,28.2594720651104,68.9805287721938,-8.25947206511035,-15.9805287721938
"81","Raymond Felton",286,119,269,125.841175563417,284.893977757566,-6.84117556341701,-15.8939777575661
"82","Reggie Bullock",18,1,3,7.55117558820605,18.7414715578085,-6.55117558820605,-15.7414715578085
"83","Rajon Rondo",348,160,344,167.113006178975,359.579279984312,-7.11300617897456,-15.5792799843116
"84","Aron Baynes",132,60,120,67.3991302004884,135.200018166448,-7.39913020048839,-15.2000181664475
"85","Raul Neto",158,64,152,71.4939752763543,167.184640240659,-7.49397527635429,-15.1846402406589
"86","DeJuan Blair",46,16,32,22.9824749438937,46.9041464133031,-6.98247494389368,-14.9041464133031
"87","O.J. Mayo",232,89,209,93.3211364617694,223.804671915848,-4.32113646176936,-14.8046719158484
"88","Maurice Harkless",168,75,167,79.4693586361081,181.783360822203,-4.46935863610808,-14.7833608222028
"89","James Anderson",43,12,31,18.8208428641876,45.6860505771781,-6.82084286418762,-14.6860505771781
"90","Charlie Villanueva",191,78,183,80.7959523645691,197.642647285181,-2.79595236456909,-14.6426472851806
"91","Anthony Brown",34,8,19,13.8704973291542,33.4764959313946,-5.8704973291542,-14.4764959313946
"92","Jameer Nelson",272,105,247,109.263136121206,261.435633405246,-4.26313612120632,-14.4356334052461
"93","Nerlens Noel",266,131,262,138.164433836876,276.328867673751,-7.16443383687559,-14.3288676737512
"94","Luol Deng",225,96,225,100.786516525426,238.9249272994,-4.78651652542577,-13.9249272994002
"95","Frank Kaminsky",193,78,181,83.7589845540611,194.750930023069,-5.75898455406112,-13.7509300230694
"96","Tim Frazier",49,17,37,22.6413265453311,50.492734964022,-5.64132654533112,-13.492734964022
"97","Norman Powell",29,8,17,14.0735444753638,30.413057618663,-6.07354447536378,-13.413057618663
"98","Michael Carter-Williams",322,146,299,151.748922815924,312.091048065059,-5.74892281592361,-13.0910480650588
"99","Chase Budinger",137,56,130,62.0442562069918,142.975757629938,-6.04425620699179,-12.9757576299385
"100","David Lee",175,84,168,90.4097364654396,180.949907713488,-6.40973646543959,-12.9499077134879
"101","Goran Dragic",328,151,328,154.41659424264,340.769433591805,-3.41659424264023,-12.7694335918051
"102","Metta World Peace",81,27,69,33.5773558738528,81.0708291070735,-6.57735587385283,-12.0708291070735
"103","PJ Hairston",170,60,157,64.9695578658993,168.910762287294,-4.9695578658993,-11.9107622872936
"104","Lamar Patterson",70,26,63,29.8743146611718,74.8023952131653,-3.87431466117184,-11.8023952131653
"105","Festus Ezeli",171,92,184,97.8322202463218,195.664440492644,-5.83222024632181,-11.6644404926436
"106","JaKarr Sampson",162,77,160,80.9684442913658,171.587049851047,-3.96844429136581,-11.5870498510467
"107","Lance Stephenson",122,52,118,57.3291992807329,129.547087784947,-5.32919928073285,-11.5470877849467
"108","Drew Gooden",26,6,14,10.992290403868,25.5220078446795,-4.99229040386804,-11.5220078446795
"109","Devin Harris",161,74,163,77.806151891389,174.422278748795,-3.80615189138896,-11.422278748795
"110","Jae Crowder",329,144,339,147.960412962775,350.315455729406,-3.96041296277477,-11.315455729406
"111","Kristaps Porzingis",404,168,369,173.007223343291,379.604739100539,-5.0072233432908,-10.6047391005388
"112","Kostas Papanikolaou",62,22,54,26.5946574704498,64.539808106008,-4.59465747044984,-10.539808106008
"113","D.J. Augustin",116,44,111,50.2407566533616,121.514175006389,-6.24075665336159,-10.5141750063886
"114","Langston Galloway",240,93,226,100.815764042103,236.429295314978,-7.81576404210263,-10.4292953149775
"115","Andrew Wiggins",538,233,484,233.569804132838,494.369014725294,-0.569804132838158,-10.369014725294
"116","Chris Copeland",43,14,35,17.60214545752,45.3631060303861,-3.60214545751997,-10.3631060303861
"117","Dwight Powell",187,96,192,100.150630411524,202.325375403857,-4.15063041152426,-10.3253754038573
"118","Tiago Splitter",96,49,98,53.9245012429603,108.282742874885,-4.92450124296029,-10.2827428748848
"119","James Harden",682,285,666,291.423888507731,676.215368385903,-6.42388850773096,-10.2153683859029
"120","Danilo Gallinari",365,147,341,154.418610543239,351.204761251938,-7.41861054323928,-10.2047612519382
"121","Jarrett Jack",356,140,311,143.494318494165,321.141108301293,-3.4943184941649,-10.1411083012932
"122","Kris Humphries",157,64,151,68.5597008998682,161.05138699754,-4.55970089986818,-10.0513869975402
"123","D'Angelo Russell",406,160,372,162.912498444575,381.848954663217,-2.91249844457519,-9.84895466321689
"124","Johnny O'Bryant",113,49,99,54.1500129705309,108.701783706533,-5.15001297053092,-9.70178370653259
"125","Markel Brown",52,18,43,21.4372499748342,52.4521248729476,-3.43724997483421,-9.45212487294757
"126","Dante Cunningham",111,48,111,51.502463855886,120.401599920803,-3.50246385588603,-9.40159992080264
"127","Archie Goodwin",65,30,62,33.6813880959089,71.390941339147,-3.68138809590891,-9.39094133914703
"128","Kevin Seraphin",107,42,84,46.4977733523395,93.3636448641881,-4.49777335233947,-9.36364486418815
"129","Justin Anderson",40,16,36,18.9590550491272,44.8552185938579,-2.95905504912724,-8.85521859385793
"130","Robert Sacre",41,16,32,20.3417338320889,40.6834676641778,-4.34173383208889,-8.68346766417778
"131","Anthony Bennett",19,5,12,8.23166084278571,20.5709435848995,-3.23166084278571,-8.57094358489952
"132","Kevin Love",409,175,415,179.048147950464,423.547864050855,-4.04814795046406,-8.54786405085468
"133","Russ Smith",22,7,15,10.9104236585915,23.5462421859295,-3.91042365859153,-8.54624218592953
"134","Rudy Gay",469,210,447,211.062043864789,455.466191264855,-1.06204386478871,-8.46619126485524
"135","Alonzo Gee",105,51,110,53.9188630095506,118.299681887434,-2.91886300955063,-8.2996818874344
"136","Anderson Varejao",48,20,40,23.9683825181047,48.2896641056439,-3.9683825181047,-8.28966410564391
"137","Omer Asik",42,22,44,25.9826053365336,51.9652106730672,-3.98260533653359,-7.96521067306718
"138","JaMychal Green",165,78,163,82.6891150811062,170.939679741775,-4.68911508110618,-7.93967974177511
"139","Gerald Henderson",167,64,147,68.4731022532325,154.924248888343,-4.47310225323245,-7.9242488883425
"140","Eric Gordon",394,159,395,164.508389418228,402.850928351468,-5.50838941822778,-7.85092835146764
"141","Solomon Hill",50,21,43,23.2769289368421,50.8453858959474,-2.2769289368421,-7.84538589594742
"142","Donald Sloan",34,14,28,17.5307257619227,35.7786212266002,-3.53072576192269,-7.77862122660016
"143","Josh McRoberts",60,24,51,25.5938569574857,58.7545622690925,-1.59385695748571,-7.75456226909249
"144","Darrun Hilliard",30,8,19,11.6344642923963,26.6873251536059,-3.63446429239625,-7.6873251536059
"145","Anthony Tolliver",148,53,149,56.6492195347103,156.612422185393,-3.6492195347103,-7.61242218539283
"146","Rondae Hollis-Jefferson",81,39,79,42.2594532987727,86.4933244670587,-3.25945329877266,-7.49332446705871
"147","Cameron Bairstow",11,3,6,6.35980004533417,13.4887446637695,-3.35980004533417,-7.48874466376951
"148","Justin Holiday",56,22,54,24.5163425362161,61.4451516510197,-2.51634253621612,-7.44515165101969
"149","Shelvin Mack",58,25,52,26.5854397948995,59.4396586714623,-1.58543979489955,-7.43965867146233
"150","KJ McDaniels",20,6,14,9.34696196117487,21.34716261756,-3.34696196117487,-7.34716261755997
"151","Leandro Barbosa",143,62,142,66.325217201849,149.085610784296,-4.32521720184896,-7.08561078429631
"152","Cody Zeller",189,98,196,99.8307385149704,202.930190116616,-1.83073851497036,-6.93019011661559
"153","Chandler Parsons",218,97,220,99.9164858009102,226.722912390105,-2.91648580091024,-6.72291239010522
"154","Austin Rivers",231,100,223,100.896272897909,229.713188021165,-0.896272897909313,-6.71318802116463
"155","Delon Wright",6,0,0,3.00128638722636,6.40433053992347,-3.00128638722636,-6.40433053992347
"156","Patrick Beverley",220,90,226,95.1623152458544,232.283120722705,-5.16231524585442,-6.28312072270472
"157","Zach LaVine",400,169,373,171.280676181408,379.213659711612,-2.28067618140841,-6.21365971161248
"158","James Jones",89,31,85,33.3726988631103,91.0701342482204,-2.37269886311027,-6.07013424822037
"159","Tyus Jones",29,10,22,13.3951410377334,27.7806236776727,-3.39514103773341,-5.7806236776727
"160","Sonny Weems",27,9,23,12.287381489166,28.7747067882841,-3.287381489166,-5.77470678828414
"161","Gordon Hayward",451,192,445,197.228484411044,450.6633909257,-5.22848441104372,-5.66339092570047
"162","Lou Amundson",29,13,26,15.7240667751265,31.4481335502531,-2.72406677512654,-5.44813355025307
"163","Andre Drummond",499,258,517,260.849200812762,522.445658838038,-2.84920081276152,-5.4456588380383
"164","Nikola Mirotic",275,108,271,111.818827077862,276.384107342259,-3.81882707786207,-5.38410734225852
"165","Kendall Marshall",43,15,35,17.0307239840353,40.2751094655938,-2.03072398403526,-5.27510946559381
"166","Paul Millsap",444,214,456,212.650134561472,460.818947277172,1.3498654385283,-4.81894727717179
"167","Joe Young",19,6,13,7.98733530024704,17.7890673416331,-1.98733530024704,-4.78906734163314
"168","Josh Richardson",20,6,16,8.51543592641385,20.712779160604,-2.51543592641385,-4.71277916060397
"169","Pablo Prigioni",35,13,33,14.7450904760199,37.7037768883773,-1.74509047601989,-4.70377688837735
"170","Steve Blake",118,45,115,46.4293777671468,119.572679081866,-1.42937776714685,-4.5726790818665
"171","Nick Collison",62,29,58,30.86801750186,62.5395505346615,-1.86801750185998,-4.53955053466145
"172","Brandon Jennings",18,6,14,7.68593934959491,18.5216711740178,-1.68593934959491,-4.52167117401778
"173","Draymond Green",369,167,385,171.930003313498,389.391123312016,-4.93000331349754,-4.39112331201585
"174","Ray McCallum",23,9,19,10.8492648426565,23.2368188315154,-1.84926484265651,-4.23681883151537
"175","Marvin Williams",265,109,268,110.463379325647,272.209069267783,-1.46337932564656,-4.20906926778338
"176","Tim Hardaway Jr.",13,3,8,4.71278230804745,12.2032185137661,-1.71278230804745,-4.20321851376611
"177","RJ Hunter",65,24,60,24.899286780961,64.1642279786335,-0.89928678096096,-4.16422797863355
"178","Pat Connaughton",10,2,6,4.31731713594518,10.0950892456646,-2.31731713594518,-4.09508924566461
"179","Christian Wood",43,19,42,21.4394703668306,46.0641862982516,-2.43947036683063,-4.06418629825156
"180","Otto Porter",310,140,312,137.971088250223,316.063668913882,2.02891174977651,-4.06366891388234
"181","Jamal Crawford",349,132,305,132.667711835348,309.024179938709,-0.667711835347575,-4.02417993870876
"182","Damien Inglis",8,2,5,3.55104577504441,8.95181471435756,-1.55104577504441,-3.95181471435756
"183","Ben McLemore",190,87,204,90.4132384550455,207.785986815923,-3.41323845504547,-3.78598681592314
"184","Aaron Gordon",184,87,188,88.4460895176152,191.707149935924,-1.44608951761522,-3.70714993592361
"185","CJ Watson",38,14,33,15.6070810458539,36.6440486482963,-1.60708104585385,-3.64404864829627
"186","Devyn Marble",5,1,2,2.40602549681332,5.53233687069157,-1.40602549681332,-3.53233687069157
"187","Kelly Olynyk",237,105,244,107.439655551306,247.423019340078,-2.43965555130646,-3.42301934007784
"188","Rasual Butler",55,22,52,22.4816215630937,55.3498658202991,-0.48162156309365,-3.34986582029909
"189","Joffrey Lauvergne",142,69,148,70.9073207877027,151.284973157502,-1.90732078770267,-3.28497315750164
"190","Jusuf Nurkic",12,4,8,5.62191171876222,11.2438234375244,-1.62191171876222,-3.24382343752444
"191","Udonis Haslem",28,11,23,12.1388815905433,26.2046442295754,-1.13888159054326,-3.20464422957545
"192","Dewayne Dedmon",60,30,60,31.5901498457621,63.1802996915242,-1.5901498457621,-3.1802996915242
"193","Chris Kaman",19,7,14,8.53744314254996,17.0748862850999,-1.53744314254996,-3.07488628509991
"194","Ramon Sessions",225,105,225,105.469817935345,228.027006004898,-0.469817935345404,-3.02700600489752
"195","Sergey Karasev",10,3,7,4.08411385936889,9.9648342719213,-1.08411385936889,-2.9648342719213
"196","Ersan Ilyasova",314,134,320,136.041910567982,322.964755230755,-2.04191056798186,-2.96475523075497
"197","Mike Muscala",79,36,80,36.4982944058054,82.9103377731839,-0.498294405805439,-2.91033777318393
"198","Iman Shumpert",56,22,55,23.8072986999428,57.8858769227211,-1.80729869994284,-2.88587692272111
"199","John Jenkins",54,23,49,22.6589208814568,51.7861184880409,0.34107911854322,-2.78611848804093
"200","Hollis Thompson",259,102,263,104.270360553426,265.74032890269,-2.27036055342586,-2.74032890268967
"201","JaVale McGee",51,27,54,28.3241906884399,56.6483813768798,-1.32419068843992,-2.64838137687984
"202","Kelly Oubre",101,44,105,46.1045379720448,107.632732255793,-2.1045379720448,-2.63273225579334
"203","Cory Joseph",238,108,230,108.525127232785,232.508604554358,-0.525127232784556,-2.50860455435756
"204","Brian Roberts",43,17,36,17.4306402363366,38.3532556102546,-0.430640236336636,-2.35325561025459
"205","Jodie Meeks",5,1,2,2.17250349339301,4.34500698678602,-1.17250349339301,-2.34500698678602
"206","Jarell Martin",5,1,2,2.11668684940406,4.23337369880811,-1.11668684940406,-2.23337369880811
"207","Gary Harris",267,121,279,122.232998971358,281.180163916396,-1.23299897135831,-2.18016391639634
"208","Walter Tavares",12,6,12,7.05218511128338,14.1043702225668,-1.05218511128338,-2.10437022256675
"209","Amar'e Stoudemire",18,8,16,9.03781885774293,18.0756377154859,-1.03781885774293,-2.07563771548586
"210","Tayshaun Prince",97,43,87,42.8445821532513,89.0432728976016,0.155417846748698,-2.04327289760155
"211","Jordan Adams",6,2,4,2.81811279995521,6.03798336538117,-0.818112799955214,-2.03798336538117
"212","Giannis Antetokounmpo",386,194,400,192.698501283423,402.009222534195,1.30149871657679,-2.00922253419509
"213","Wayne Ellington",184,74,176,74.5755523282936,178.004838739527,-0.575552328293597,-2.00483873952714
"214","Quincy Acy",28,13,29,14.1133562943569,30.9901582509728,-1.11335629435689,-1.99015825097275
"215","Spencer Dinwiddie",34,14,29,14.3849492750766,30.9225171826678,-0.384949275076627,-1.92251718266781
"216","Jason Thompson",27,12,24,12.9452093114258,25.8904186228516,-0.945209311425783,-1.89041862285157
"217","Wesley Matthews",357,140,365,142.818953751643,366.840799338901,-2.81895375164262,-1.84079933890081
"218","Mitch McGary",7,3,6,3.63047032151515,7.2609406430303,-0.630470321515148,-1.2609406430303
"219","Tarik Black",23,12,24,12.626403926581,25.2528078531621,-0.626403926581027,-1.25280785316205
"220","Zach Randolph",352,168,336,168.047731973685,337.224410027012,-0.0477319736850745,-1.22441002701242
"221","Tyler Hansbrough",32,15,32,16.22917043953,33.2129977139653,-1.22917043953001,-1.21299771396526
"222","Joe Harris",4,1,3,1.39077749266488,4.17233247799463,-0.390777492664875,-1.17233247799463
"223","Nemanja Bjelica",110,45,112,45.1168534120326,113.13330510571,-0.116853412032555,-1.13330510571024
"224","Chris Andersen",6,2,5,2.3168424113986,6.01830378736302,-0.3168424113986,-1.01830378736302
"225","Spencer Hawes",132,57,131,58.2885950000607,131.970372070756,-1.28859500006075,-0.970372070756184
"226","Cleanthony Early",6,3,7,2.99415511812095,7.93078778009122,0.00584488187905086,-0.93078778009122
"227","Salah Mejri",1,0,0,0.401757765470744,0.803515530941488,-0.401757765470744,-0.803515530941488
"228","Bruno Caboclo",1,0,0,0.36738680763043,0.73477361526086,-0.36738680763043,-0.73477361526086
"229","Branden Dawson",3,1,2,1.35204024466532,2.70408048933063,-0.352040244665316,-0.704080489330633
"230","James Young",21,8,20,7.83570224620397,20.7032806298283,0.164297753796026,-0.703280629828274
"231","Cliff Alexander",10,5,10,5.3118026140369,10.6236052280738,-0.311802614036903,-0.623605228073806
"232","Kemba Walker",507,222,497,222.624011247254,497.575003591769,-0.62401124725352,-0.575003591769416
"233","Meyers Leonard",225,96,226,92.6392445933862,226.500670144383,3.36075540661376,-0.500670144382724
"234","Luke Babbitt",63,25,64,24.3951233909963,64.4723958987933,0.604876609003679,-0.472395898793252
"235","Ryan Hollins",8,4,8,4.21431297522393,8.42862595044786,-0.214312975223931,-0.428625950447861
"236","Pau Gasol",437,198,400,197.025723811906,400.424759013994,0.974276188093796,-0.424759013994446
"237","Tyler Zeller",77,39,78,39.2001444702538,78.4002889405076,-0.200144470253818,-0.400288940507636
"238","Tyler Ennis",48,22,48,22.2521334826715,48.3198025907226,-0.25213348267155,-0.31980259072261
"239","Chris Johnson",41,16,39,16.1365237161349,39.2963783113365,-0.136523716134931,-0.296378311336525
"240","Brandon Rush",100,41,109,42.9074362119216,109.272049443076,-1.90743621192156,-0.272049443075602
"241","Caron Butler",26,11,23,10.124758514177,23.2348161080651,0.875241485822951,-0.234816108065072
"242","Tristan Thompson",166,90,180,90.1109821245264,180.221964249053,-0.110982124526416,-0.221964249052832
"243","Cory Jefferson",12,6,12,5.87317637019273,12.1481105058562,0.126823629807267,-0.148110505856211
"244","Adreian Payne",70,29,66,29.8852583209935,66.1399985536386,-0.885258320993547,-0.139998553638648
"245","James Ennis",6,2,6,2.33586385197556,6.12708674741723,-0.335863851975558,-0.127086747417232
"246","Marcelo Huertas",56,24,54,23.8971629924521,54.1095597556698,0.102837007547947,-0.109559755669778
"247","Joel Anthony",2,1,2,1.05167757427163,2.10335514854325,-0.0516775742716273,-0.103355148543255
"248","Mike Miller",38,14,40,13.9694070491044,39.9628265252792,0.0305929508955884,0.0371734747207952
"249","Luis Montero",12,5,11,4.79545373080609,10.9360595380295,0.204546269193911,0.0639404619704518
"250","Tibor Pleiss",9,5,10,4.94380539492933,9.88761078985867,0.0561946050706652,0.11238921014133
"251","Lavoy Allen",173,81,162,80.926344575621,161.852689151242,0.0736554243789982,0.147310848757996
"252","Rodney Hood",348,141,331,138.110264836144,330.700629491593,2.88973516385627,0.299370508406582
"253","Aaron Harrison",4,2,5,1.92931168066515,4.66213889227179,0.0706883193348471,0.337861107728206
"254","Eric Moreland",3,2,4,1.8307594611182,3.6615189222364,0.1692405388818,0.338481077763601
"255","Ronnie Price",115,44,118,44.89355052467,117.638894221871,-0.893550524669955,0.361105778128589
"256","Sasha Kaun",5,3,6,2.67150464953638,5.34300929907276,0.328495350463621,0.656990700927241
"257","Carl Landry",26,13,26,12.6207407098471,25.2414814196943,0.379259290152861,0.758518580305722
"258","Jonathon Simmons",79,39,85,39.0405742271657,84.1025154216185,-0.0405742271657417,0.897484578381466
"259","Kyle O'Quinn",120,59,118,56.7913910568493,117.094187302759,2.20860894315071,0.90581269724079
"260","Tobias Harris",376,179,390,176.030511731394,389.048870350183,2.96948826860597,0.951129649817005
"261","Cole Aldrich",39,21,42,20.5234757835577,41.0469515671154,0.476524216442279,0.953048432884557
"262","Jordan Mickey",3,2,4,1.51760437900979,3.03520875801958,0.48239562099021,0.964791241980421
"263","Gerald Green",263,108,258,106.57465786647,257.021604578922,1.42534213352975,0.978395421077778
"264","Deron Williams",335,140,323,139.988767142312,321.915220461598,0.0112328576875598,1.0847795384023
"265","Jose Barea",249,108,253,109.548219793138,251.913996056191,-1.54821979313802,1.08600394380926
"266","Steven Adams",149,85,170,84.4508162292002,168.9016324584,0.549183770799786,1.09836754159957
"267","Thomas Robinson",72,38,76,37.4370284997947,74.8740569995894,0.562971500205308,1.12594300041062
"268","Cristiano Felicio",1,1,2,0.420997920997921,0.841995841995842,0.579002079002079,1.15800415800416
"269","Shayne Whittington",1,1,2,0.419816797832538,0.839633595665075,0.580183202167462,1.16036640433492
"270","Toney Douglas",85,37,87,36.8003700804892,85.3567992839234,0.199629919510755,1.64320071607662
"271","Evan Fournier",386,170,407,170.551826178406,404.807245020914,-0.551826178406088,2.19275497908649
"272","Ryan Kelly",38,18,39,15.7879713543374,36.6621143324532,2.21202864566264,2.33788566754681
"273","Courtney Lee",301,134,298,130.797834165142,295.571699250473,3.20216583485799,2.42830074952684
"274","Andrea Bargnani",192,85,172,82.7594817219704,169.537679351694,2.24051827802957,2.46232064830639
"275","JJ Hickson",104,54,108,52.7110767979256,105.422153595851,1.28892320207441,2.57784640414881
"276","Steve Novak",9,4,11,3.12284262647951,8.35391013282119,0.877157373520493,2.64608986717881
