"","name","FGA","FGM","Pts","exFGM","exPts","FGMDiff","PtsDiff"
"275","Quincy Acy",327,151,320,151.582817696225,325.65231082427,-0.582817696225135,-5.65231082426982
"276","Julius Randle",3,1,2,1.56040549504838,3.12081099009677,-0.560405495048383,-1.12081099009677
"277","Trevor Booker",462,224,477,224.530830702828,480.520525547122,-0.530830702828155,-3.52052554712191
"278","Mike Conley",875,391,889,391.527975400012,882.629898713035,-0.527975400012053,6.37010128696534
"279","Bismack Biyombo",185,101,202,101.494328222476,202.988656444953,-0.494328222476412,-0.988656444952824
"280","Ekpe Udoh",24,11,22,11.4746981275467,22.9493962550934,-0.4746981275467,-0.949396255093401
"281","Andrew Nicholson",189,82,176,82.4649582928465,179.944633824274,-0.464958292846504,-3.94463382427358
"282","Malcolm Lee",1,0,0,0.431404454388284,0.862808908776569,-0.431404454388284,-0.862808908776569
"283","Kalin Lucas",1,0,0,0.410931343784056,0.821862687568111,-0.410931343784056,-0.821862687568111
"284","Giannis Antetokounmpo",764,375,757,375.391281652969,765.613029801045,-0.391281652968871,-8.6130298010454
"285","Jordan Farmar",158,61,157,61.3652257966739,156.641948671142,-0.365225796673876,0.358051328858068
"286","Jerome Jordan",84,46,92,46.2413050748722,92.4826101497443,-0.241305074872152,-0.482610149744303
"287","Joe Harris",120,48,127,48.2360117066539,127.223553165146,-0.236011706653898,-0.223553165146299
"288","Jordan Hamilton",35,14,38,14.1826041590865,36.0986281934577,-0.182604159086534,1.90137180654225
"289","Lester Hudson",14,6,15,6.13658907331115,14.5348219393585,-0.136589073311145,0.465178060641477
"290","Greg Smith",48,29,58,29.1086986240528,58.2173972481056,-0.108698624052824,-0.217397248105648
"291","Jodie Meeks",533,222,518,222.104463897132,517.713126608223,-0.104463897132405,0.286873391776908
"292","Sim Bhullar",2,1,2,0.84233579817234,1.68467159634468,0.15766420182766,0.31532840365532
"293","Bryce Cotton",69,29,65,28.8327949416573,64.7484897724074,0.167205058342667,0.251510227592576
"294","Jamaal Franklin",2,1,3,0.652247127377931,1.95674138213379,0.347752872622069,1.04325861786621
"295","Wilson Chandler",972,417,973,416.651509076137,971.951288171566,0.348490923863437,1.04871182843442
"296","Tristan Thompson",480,263,526,262.552960067653,525.105920135307,0.447039932346627,0.894079864693254
"297","Omri Casspi",421,209,453,208.549427566408,448.470135484153,0.450572433591901,4.52986451584746
"298","Kosta Koufos",354,181,362,180.512474808342,361.024949616684,0.487525191657852,0.975050383315704
"299","Dante Cunningham",338,155,311,154.483023428463,312.526980386675,0.516976571536503,-1.52698038667535
"300","Pablo Prigioni",228,91,239,90.474918660146,238.657945438564,0.525081339853955,0.342054561435873
"301","Eric Moreland",1,1,2,0.431404454388284,0.862808908776569,0.568595545611716,1.13719109122343
"302","Joe Ingles",353,148,368,147.388941006912,369.152965590306,0.611058993087653,-1.15296559030645
"303","Tyrus Thomas",1,1,2,0.372412995722049,0.744825991444098,0.627587004277951,1.2551740085559
"304","Charlie Villanueva",362,150,383,149.345626025146,377.980666455471,0.654373974854224,5.01933354452859
"305","Zach Randolph",931,454,915,453.308119558892,913.212802813337,0.691880441108026,1.78719718666298
"306","Victor Claver",20,9,24,8.26829673153949,20.4291467288755,0.731703268460507,3.57085327112453
"307","Jarnell Stokes",37,21,42,20.2580405342344,40.5160810684689,0.741959465765557,1.48391893153111
"308","JaMychal Green",19,11,22,10.2303427126392,21.2277680517664,0.769657287360758,0.7722319482336
"309","Mitch McGary",165,88,176,87.0966833911597,174.922905791101,0.903316608840328,1.07709420889904
"310","Greg Stiemsma",8,6,12,5.0263415107469,10.0526830214938,0.973658489253099,1.9473169785062
"311","James Harden",1443,637,1480,635.990133270783,1459.09991946246,1.00986672921704,20.9000805375431
"312","Troy Daniels",161,60,162,58.9854409667825,157.43094509026,1.01455903321748,4.56905490973978
"313","Andrew Bogut",349,195,390,193.951837518652,387.903675037303,1.0481624813485,2.096324962697
"314","Aaron Brooks",809,340,800,338.9086498608,779.330593961388,1.09135013919962,20.6694060386118
"315","Dewayne Dedmon",158,90,180,88.8772017731326,177.860548797662,1.12279822686736,2.13945120233808
"316","Rodney Hood",374,155,372,153.769919444624,367.997506453676,1.23008055537557,4.00249354632427
"317","JaVale McGee",79,42,84,40.7320417948915,81.464083589783,1.26795820510848,2.53591641021696
"318","Ben McLemore",824,359,856,357.590354706399,852.199907915197,1.40964529360087,3.80009208480271
"319","Dwight Buycks",40,18,43,16.5235116270335,36.6543369367972,1.47648837296649,6.34566306320284
"320","CJ Wilcox",38,16,39,14.4456519270595,35.4932227791568,1.55434807294052,3.50677722084323
"321","Joel Freeland",150,74,148,72.4059568788449,144.81191375769,1.59404312115512,3.18808624231025
"322","Ognjen Kuzmic",12,8,16,6.18478428618662,12.3695685723732,1.81521571381338,3.63043142762676
"323","James Jones",201,74,211,72.1292929593137,205.996032130736,1.87070704068631,5.00396786926362
"324","Jrue Holiday",532,238,527,236.120991625763,521.693367176683,1.87900837423692,5.30663282331705
"325","John Lucas III",104,42,93,40.1035304230258,89.4670945566498,1.89646957697421,3.53290544335022
"326","Matt Bonner",229,93,232,91.0167630804265,227.789440545994,1.98323691957353,4.21055945400619
"327","Otto Porter",391,176,387,173.889023632956,385.643174264501,2.11097636704395,1.35682573549894
"328","Mike Scott",453,201,468,198.851243541435,465.79338407864,2.14875645856469,2.20661592136048
"329","Festus Ezeli",137,75,150,72.740838799456,145.481677598912,2.25916120054404,4.51832240108808
"330","Jabari Parker",261,128,260,125.72180583999,257.295976759961,2.27819416001024,2.70402324003879
"331","Robbie Hummel",166,74,162,71.6895537668811,161.889871785231,2.31044623311892,0.110128214769048
"332","Brian Roberts",451,176,414,173.631686689169,414.339236020758,2.3683133108309,-0.339236020757767
"333","Steve Novak",56,22,63,19.4982598326829,55.6096142928289,2.50174016731714,7.39038570717106
"334","E'Twaun Moore",136,61,134,58.4768812401049,130.154091246418,2.52311875989513,3.84590875358236
"335","Jeff Green",963,414,924,411.470224202284,927.654195036929,2.52977579771618,-3.6541950369292
"336","Jeremy Evans",58,32,66,29.451265512972,60.7251173315514,2.54873448702801,5.2748826684486
"337","O.J. Mayo",681,285,665,282.388649440726,657.697435318981,2.61135055927355,7.30256468101948
"338","Joel Anthony",61,35,70,32.3638364029962,64.7276728059924,2.63616359700379,5.27232719400757
"339","Jason Smith",586,257,529,254.315812841604,524.247305557799,2.68418715839601,4.75269444220055
"340","David Lee",307,160,320,157.231713424415,314.993842028642,2.76828657558525,5.00615797135839
"341","Jannero Pargo",35,15,39,12.1145325885261,31.1375878536711,2.88546741147389,7.86241214632892
"342","Anthony Tolliver",391,161,428,158.059310853147,420.414410028006,2.94068914685289,7.58558997199361
"343","Jorge Gutierrez",41,22,44,18.9651913844427,38.9839127838498,3.03480861555732,5.01608721615022
"344","Ian Mahinmi",211,116,232,112.818251750347,225.636503500693,3.1817482496534,6.36349649930679
"345","Tiago Splitter",301,169,338,165.763065233868,331.526130467737,3.23693476613164,6.47386953226328
"346","Channing Frye",486,190,515,186.71010546636,499.634207307233,3.28989453363951,15.3657926927673
"347","Terrence Ross",752,309,763,305.704716737485,747.828639884377,3.29528326251545,15.1713601156225
"348","Richard Jefferson",323,144,354,140.674190221421,337.567289018953,3.32580977857924,16.4327109810469
"349","Josh McRoberts",53,28,64,24.6613256402151,55.7786860746696,3.33867435978486,8.22131392533037
"350","Jameer Nelson",501,205,499,201.654756119287,492.073839371299,3.34524388071296,6.92616062870138
"351","CJ McCollum",365,159,373,155.654374816808,360.785226164622,3.34562518319242,12.2147738353776
"352","Wesley Johnson",687,284,657,280.309180856831,651.718208652612,3.69081914316945,5.28179134738764
"353","Arinze Onuaku",14,12,24,8.29820052053925,16.5964010410785,3.70179947946075,7.40359895892151
"354","Kendall Marshall",101,46,110,42.2680173279481,100.498043589942,3.73198267205193,9.5019564100577
"355","Jeff Ayres",94,55,110,51.2628471088707,102.525694217741,3.73715289112932,7.47430578225864
"356","Jeremy Lamb",250,104,246,100.233744022203,238.649678768646,3.7662559777968,7.35032123135426
"357","Tarik Black",262,152,304,147.885508955864,296.697347467089,4.1144910441364,7.302652532911
"358","Matt Barnes",618,275,685,270.81965616902,678.484443095193,4.18034383098035,6.51555690480654
"359","Gorgui Dieng",501,256,513,251.705071921611,504.251977232367,4.29492807838929,8.74802276763307
"360","Danilo Gallinari",567,228,563,223.657973021515,550.405249381873,4.34202697848465,12.594750618127
"361","Steven Adams",392,214,428,209.657249426606,420.20489669808,4.34275057339408,7.79510330192028
"362","Andre Iguodala",488,227,527,222.504346998614,522.202370194877,4.49565300138605,4.7976298051226
"363","Kelly Olynyk",517,246,552,241.486494305514,549.197710177772,4.51350569448599,2.80228982222843
"364","Enes Kanter",919,480,976,475.366408168016,968.106040781734,4.63359183198401,7.89395921826554
"365","Greivis Vasquez",724,296,725,291.316824179727,708.337187664323,4.68317582027328,16.6628123356775
"366","Kyle O'Quinn",242,119,250,114.293518514958,244.298662139225,4.70648148504183,5.70133786077508
"367","Timofey Mozgov",564,314,630,309.255694258798,620.760998173074,4.74430574120186,9.23900182692626
"368","Luke Ridnour",175,75,170,70.1044052667228,161.896815266958,4.89559473327718,8.10318473304179
"369","Leandro Barbosa",380,178,398,172.408028706781,383.541835537418,5.59197129321882,14.4581644625821
"370","Tony Snell",369,159,391,153.405780564647,377.924109194081,5.59421943535264,13.0758908059188
"371","Chris Andersen",198,116,236,110.344675790689,226.113077308541,5.65532420931127,9.88692269145935
"372","TJ Warren",214,113,231,107.052146930828,221.725187666156,5.94785306917244,9.27481233384404
"373","Robin Lopez",434,234,468,228.025105163991,456.502441580858,5.97489483600876,11.4975584191422
"374","Gigi Datome",89,43,104,36.8110473584981,87.4012581574977,6.18895264150191,16.5987418425023
"375","Marvin Williams",493,209,513,202.665433168214,504.08117225908,6.33456683178596,8.91882774092028
"376","Carl Landry",366,190,380,183.619195614094,367.238391228188,6.38080438590583,12.7616087718117
"377","Jordan Clarkson",592,267,572,260.608946313702,562.325620430908,6.39105368629765,9.67437956909214
"378","Andre Miller",288,144,295,137.419542129488,285.9719609334,6.58045787051185,9.02803906660046
"379","Wayne Ellington",614,253,596,246.342000033869,576.321076492333,6.65799996613055,19.6789235076673
"380","CJ Watson",416,181,432,174.036158311452,410.181759361179,6.96384168854803,21.8182406388213
"381","Anderson Varejao",199,111,222,103.785429988626,208.262624386491,7.21457001137398,13.7373756135087
"382","Ryan Hollins",82,53,106,45.5237360384531,91.0474720769062,7.47626396154691,14.9525279230938
"383","Jose Calderon",346,143,342,135.482243356847,318.611316365753,7.51775664315315,23.388683634247
"384","Ersan Ilyasova",543,259,592,251.241189127384,572.282661440658,7.75881087261649,19.7173385593422
"385","Terrence Jones",297,157,327,149.157504318399,310.755865160375,7.84249568160143,16.2441348396251
"386","Hollis Thompson",531,223,561,214.725478109127,530.526922776621,8.27452189087273,30.4730772233791
"387","Mike Muscala",147,81,170,72.6821314851376,153.285398701808,8.31786851486243,16.7146012981916
"388","Nene",594,305,611,296.429073650794,594.757968116495,8.57092634920633,16.2420318835053
"389","Shabazz Muhammad",389,190,400,181.406349969193,382.158988481872,8.59365003080691,17.8410115181284
"390","John Jenkins",99,49,119,40.294830512072,99.6529103658444,8.70516948792798,19.3470896341556
"391","John Henson",336,193,386,184.221383689622,368.442767379245,8.77861631037774,17.5572326207555
"392","Marco Belinelli",470,199,484,189.867691181823,461.701504853663,9.13230881817736,22.298495146337
"393","Damian Lillard",1355,590,1376,580.65576733965,1348.10633700307,9.34423266034958,27.8936629969294
"394","Patrick Patterson",532,239,583,228.887257491234,565.116329887863,10.1127425087664,17.8836701121372
"395","Kevin Garnett",299,140,281,129.857774402991,262.253522141987,10.1422255970093,18.7464778580132
"396","Tayshaun Prince",400,177,385,166.798992050443,358.4109656199,10.2010079495569,26.5890343801
"397","Marcus Morris",761,330,772,319.266558149795,753.2590543562,10.7334418502051,18.7409456438003
"398","Andrea Bargnani",360,164,343,153.236058919302,320.77911928529,10.7639410806979,22.2208807147104
"399","Caron Butler",395,161,405,150.151308925142,377.273418995756,10.8486910748585,27.7265810042436
"400","Aron Baynes",324,184,369,172.995732652528,347.461958196787,11.004267347472,21.5380418032132
"401","Harrison Barnes",646,312,710,300.950585724721,682.992016582112,11.0494142752789,27.007983417888
"402","CJ Miles",825,328,809,316.840140681527,782.800059961684,11.159859318473,26.1999400383162
"403","Rasual Butler",516,217,525,205.834950121476,494.27074090418,11.1650498785239,30.72925909582
"404","Bojan Bogdanovic",563,257,605,245.759648375382,583.273125198093,11.2403516246184,21.7268748019073
"405","Luol Deng",770,357,791,345.690196572392,770.895703712984,11.3098034276084,20.104296287016
"406","Chandler Parsons",823,381,893,369.470418372482,862.700636449009,11.5295816275185,30.2993635509913
"407","Marreese Speights",637,313,631,301.176542148133,607.459336072463,11.8234578518667,23.5406639275373
"408","Alan Anderson",431,193,459,181.143492190154,434.899547962487,11.8565078098464,24.1004520375126
"409","Mike Dunleavy",480,208,523,195.702776256653,484.432817896398,12.2972237433473,38.5671821036021
"410","Chris Kaman",546,282,564,269.682012903879,539.364025807757,12.3179870961213,24.6359741922425
"411","Gerald Henderson",847,370,785,357.432772597208,765.096472188342,12.5672274027922,19.9035278116581
"412","Cory Joseph",409,206,428,193.387312343919,401.380626076648,12.6126876560813,26.6193739233518
"413","Shaun Livingston",394,198,396,184.985038016928,370.402997738067,13.0149619830723,25.597002261933
"414","Ben Gordon",292,129,293,115.832110245361,265.573881669537,13.1678897546386,27.4261183304634
"415","Lou Williams",927,375,902,361.672760972442,869.287781155533,13.3272390275578,32.7122188444666
"416","Rudy Gobert",424,257,514,243.116613982618,486.360299788439,13.8833860173825,27.6397002115605
"417","Jason Terry",442,184,491,170.073483354943,454.219219816193,13.9265166450567,36.7807801838075
"418","Kevin Martin",617,263,600,248.580974550382,562.416869852101,14.4190254496179,37.5831301478991
"419","Hedo Turkoglu",188,83,226,68.5673311370405,184.324946562162,14.4326688629595,41.6750534378377
"420","Meyers Leonard",245,125,297,110.450601029805,262.318899976,14.5493989701954,34.6811000240004
"421","Luke Babbitt",192,92,243,77.2327498797768,196.216107349088,14.7672501202232,46.7838926509123
"422","Courtney Lee",640,287,664,272.147746221392,627.4893199167,14.852253778608,36.5106800832999
"423","Tobias Harris",940,439,965,423.753802454472,936.080313875534,15.246197545528,28.9196861244664
"424","Brandon Bass",678,342,693,326.70606863172,664.629238481409,15.2939313682803,28.3707615185908
"425","Goran Dragic",992,502,1094,486.440962452354,1065.00380419903,15.5590375476456,28.9961958009685
"426","Gerald Green",774,323,783,307.07265050204,747.006605915149,15.9273494979598,35.9933940848512
"427","Darren Collison",550,260,580,243.878539019267,541.861622836525,16.1214609807335,38.1383771634746
"428","Jared Dudley",412,195,463,178.739384420894,428.167908386587,16.2606155791061,34.8320916134131
"429","Jarrett Jack",809,358,755,341.581727573556,731.180363483244,16.4182724264438,23.8196365167564
"430","Carlos Boozer",736,370,740,353.544602130911,707.089204261821,16.4553978690894,32.9107957381788
"431","DeMarre Carroll",643,312,742,295.480960881527,701.961785492897,16.5190391184729,40.0382145071032
"432","Mo Williams",854,341,801,324.064964699275,762.54776477978,16.9350353007252,38.4522352202201
"433","Avery Bradley",1010,433,990,415.526318845311,956.403808151429,17.4736811546892,33.5961918485709
"434","Damjan Rudez",263,119,307,101.347168134947,262.819508048181,17.652831865053,44.1804919518189
"435","Arron Afflalo",881,374,866,356.182759811534,829.269910962895,17.8172401884661,36.730089037105
"436","Markieff Morris",1094,509,1075,491.161783336372,1050.50850982951,17.8382166636279,24.4914901704853
"437","Carmelo Anthony",787,349,758,330.237453077361,719.694223438926,18.7625469226388,38.3057765610744
"438","Alexis Ajinca",327,181,362,161.882722166033,323.765444332066,19.1172778339669,38.2345556679338
"439","Mason Plumlee",451,270,540,249.671399772249,500.227371700944,20.3286002277511,39.7726282990563
"440","Donatas Motiejunas",688,349,747,328.579955920114,707.492398470598,20.4200440798855,39.507601529402
"441","Dwight Howard",406,241,483,220.248608172681,441.411187482495,20.7513918273185,41.5888125175053
"442","Jamal Crawford",839,332,783,310.554209880281,738.255957378091,21.4457901197194,44.7440426219091
"443","Kevin Seraphin",449,231,462,209.261466908846,419.175180945069,21.7385330911543,42.8248190549306
"444","Beno Udrih",501,244,514,221.310804242368,477.882084819353,22.689195757632,36.1179151806469
"445","David West",686,323,650,300.107785279129,607.344062111969,22.8922147208713,42.6559378880308
"446","Al Jefferson",1007,483,968,459.110299165406,919.98397509426,23.889700834594,48.0160249057404
"447","Tyler Zeller",613,338,676,313.980898954138,627.961797908275,24.0191010458623,48.0382020917247
"448","Kawhi Leonard",817,391,849,366.745964597161,805.110550041109,24.2540354028391,43.8894499588914
"449","Marc Gasol",1069,528,1059,503.598719704524,1013.26014050593,24.4012802954765,45.7398594940702
"450","Tim Duncan",815,418,838,393.43685332846,788.897296195852,24.5631466715403,49.1027038041482
"451","George Hill",534,255,579,230.257142064369,528.096639962739,24.7428579356311,50.9033600372605
"452","Danny Green",733,322,835,297.19576852105,755.635608790956,24.8042314789503,79.364391209044
"453","Paul Pierce",656,295,709,269.85022678498,645.697711880285,25.1497732150204,63.3022881197153
"454","Amir Johnson",515,295,609,269.399261851736,555.866907337267,25.6007381482642,53.1330926627334
"455","Chris Bosh",744,343,749,316.581637775311,696.165917579981,26.4183622246887,52.8340824200192
"456","Pau Gasol",1145,567,1146,540.138965070283,1090.49897308383,26.8610349297172,55.5010269161651
"457","Amar'e Stoudemire",487,272,544,244.621803926724,490.181232799038,27.3781960732759,53.8187672009617
"458","Tony Parker",831,404,846,376.308184400177,785.544270206595,27.6918155998229,60.4557297934055
"459","Tyson Chandler",434,290,580,261.098887536001,522.197775072003,28.9011124639987,57.8022249279974
"460","Jonas Valanciunas",646,370,740,340.202352416287,680.44780828085,29.7976475837131,59.5521917191504
"461","James Johnson",400,238,487,207.833712554227,434.93316664266,30.1662874457726,52.0668333573404
"462","Rudy Gay",1112,507,1093,476.552799764262,1028.95943716958,30.4472002357376,64.040562830422
"463","Serge Ibaka",779,373,823,341.953578019,760.260117932199,31.0464219810003,62.739882067801
"464","Derrick Favors",913,482,965,449.288639790482,900.603572474868,32.7113602095179,64.396427525132
"465","Wesley Matthews",751,337,847,303.352028206223,765.359764832036,33.6479717937769,81.6402351679642
"466","Dwyane Wade",1053,497,1021,463.17337730451,959.408114920126,33.8266226954898,61.5918850798741
"467","J.R. Smith",755,315,793,280.423522298512,699.888801994548,34.5764777014882,93.1111980054523
"468","Joe Johnson",1009,444,1009,409.35731636815,936.86634632878,34.6426836318498,72.1336536712205
"469","Ed Davis",460,281,562,244.829330757209,489.658661514418,36.1706692427908,72.3413384855816
"470","Blake Griffin",1140,572,1154,535.269061423244,1079.1095631012,36.7309385767561,74.890436898804
"471","Hassan Whiteside",380,240,480,202.948389384164,405.896778768328,37.0516106158362,74.1032212316723
"472","Marcin Gortat",767,435,870,396.306218822165,793.660370005275,38.6937811778353,76.3396299947248
"473","Khris Middleton",855,402,911,363.257736444374,822.151053512351,38.7422635556259,88.8489464876492
"474","Brandan Wright",361,231,462,190.917826936954,383.465393694513,40.0821730630457,78.5346063054868
"475","LaMarcus Aldridge",1406,653,1343,610.698441006311,1259.27968550456,42.3015589936888,83.7203144954433
"476","Anthony Morrow",614,285,711,242.067062222746,602.238293693668,42.932937777254,108.761706306332
"477","Kyrie Irving",1215,568,1292,524.918415581339,1175.76100383617,43.0815844186609,116.238996163829
"478","Kevin Durant",467,238,540,192.132177093414,434.544034656222,45.8678229065858,105.455965343778
"479","LeBron James",1261,614,1345,563.843192806187,1236.67607148999,50.1568071938128,108.323928510007
"480","Brook Lopez",943,491,983,438.577850548446,880.672336778579,52.4221494515542,102.327663221421
"481","DeAndre Jordan",523,371,743,318.440870605053,637.747513151786,52.5591293949471,105.252486848214
"482","Nikola Vucevic",1191,623,1248,570.325561790854,1142.44218130316,52.6744382091462,105.557818696839
"483","Al Horford",958,516,1043,459.868523757857,932.99339308304,56.1314762421429,110.00660691696
"484","Dirk Nowitzki",1062,487,1078,426.880435514105,951.577305322989,60.1195644858948,126.422694677011
"485","Anthony Davis",1193,638,1277,567.956923072673,1139.80438828676,70.0430769273269,137.195611713243
"486","Klay Thompson",1282,597,1432,525.725222379825,1235.85063749234,71.2747776201749,196.149362507663
"487","Kyle Korver",598,292,805,220.068984327874,595.462926716386,71.931015672126,209.537073283614
"488","JJ Redick",933,446,1091,368.158168284445,900.622476095259,77.8418317155545,190.377523904741
"489","Chris Paul",1166,566,1269,481.916287308423,1085.72475174504,84.0837126915773,183.275248254956
"490","Stephen Curry",1319,645,1573,544.099700921845,1302.67677649877,100.900299078155,270.323223501228
